% Model:              Pt_secm_Bruker_np.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 11 2020, 09:43
% Table:              Table 3 - L = 4 (tds.ntflux_cP/(2.15*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
-8                                                4                                                 0.21516099816523215                               1.3600326694024333E-16
-7.8367                                           4                                                 0.2193012449507063                                1.3862031693334138E-16
-7.6735                                           4                                                 0.2239150693448736                                1.415367153328946E-16
-7.5102                                           4                                                 0.228235050581026                                 1.442673754722664E-16
-7.3469                                           4                                                 0.23346920029937868                               1.4757588150923732E-16
-7.1837                                           4                                                 0.23801698519178816                               1.5045053633972934E-16
-7.0204                                           4                                                 0.24388414964601268                               1.5415917099124438E-16
-6.8571                                           4                                                 0.24827485241355657                               1.5693453421060882E-16
-6.6939                                           4                                                 0.2538981186935504                                1.604890008261932E-16
-6.5306                                           4                                                 0.25913012540479813                               1.6379615226837296E-16
-6.3673                                           4                                                 0.26418919869963897                               1.6699399249804165E-16
-6.2041                                           4                                                 0.2704573800626724                                1.7095610993761504E-16
-6.0408                                           4                                                 0.2755304864954926                                1.74162820513801E-16
-5.8776                                           4                                                 0.282241942710321                                 1.7840513198719423E-16
-5.7143                                           4                                                 0.2875511503027353                                1.8176108210635902E-16
-5.551                                            4                                                 0.29380644653056237                               1.8571505485196886E-16
-5.3878                                           4                                                 0.2997171930920983                                1.8945123775351537E-16
-5.2245                                           4                                                 0.30669293285522037                               1.9386060285778485E-16
-5.0612                                           4                                                 0.31347817700974                                  1.9814955568785657E-16
-4.898                                            4                                                 0.3194859734229367                                2.0194708380063838E-16
-4.7347                                           4                                                 0.3265826124484378                                2.0643286932865695E-16
-4.5714                                           4                                                 0.3340194803552459                                2.1113371353255122E-16
-4.4082                                           4                                                 0.3410174075899718                                2.1555710333762146E-16
-4.2449                                           4                                                 0.34813920540226706                               2.2005879173477287E-16
-4.0816                                           4                                                 0.3553467806990439                                2.246147000798656E-16
-3.9184                                           4                                                 0.36331819015000577                               2.296534279938194E-16
-3.7551                                           4                                                 0.37014767508224167                               2.3397034541948425E-16
-3.5918                                           4                                                 0.37699342126348967                               2.3829754158065223E-16
-3.4286                                           4                                                 0.38468001166920096                               2.431562353761023E-16
-3.2653                                           4                                                 0.3925678773821628                                2.4814215529326514E-16
-3.102                                            4                                                 0.3999929271682311                                2.528355292630387E-16
-2.9388                                           4                                                 0.4074737117329825                                2.5756413318641823E-16
-2.7755                                           4                                                 0.4158888081608086                                2.6288331563844667E-16
-2.6122                                           4                                                 0.4220806642738913                                2.6679718788752667E-16
-2.449                                            4                                                 0.42973248026767386                               2.7163390077719654E-16
-2.2857                                           4.619610716498674                                 0.38765792872077354                               2.450385767444012E-16
-2.1224                                           4.745658339992252                                 0.3835535268253938                                2.424441843063314E-16
-1.9592                                           5.027466393611003                                 0.3680006527534428                                2.3261321260545015E-16
-1.7959                                           5.235307892794343                                 0.3575422444185771                                2.2600245269698234E-16
-1.6327                                           5.398248904880672                                 0.3506420481347661                                2.216408386259853E-16
-1.4694                                           5.530892223508892                                 0.3457420500241293                                2.1854354982025215E-16
-1.3061                                           5.642108738786808                                 0.34117260397786536                               2.1565520297440834E-16
-1.1429                                           5.732627773066103                                 0.3380504763751012                                2.1368170611670082E-16
-0.9796                                           5.806703949184813                                 0.3351653725281745                                2.1185803197505967E-16
-0.8163                                           5.849266769451864                                 0.33273576764612506                               2.10322278729116E-16
-0.6531                                           5.904708090431093                                 0.33053838640975103                               2.0893331404960394E-16
-0.4898                                           5.946904301487381                                 0.32928946863558184                               2.08143873124551E-16
-0.3265                                           5.976560575110183                                 0.3279748481316813                                2.0731290150403553E-16
-0.1633                                           5.994159155053506                                 0.3274402295975465                                2.06974969128609E-16
0                                                 6                                                 0.32734727014174836                               2.069162094565987E-16
