% Model:              Pt_secm_disk_np.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 5 2020, 22:00
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
8.271806125530276E-16     0.49011212678894023
4.080000000000002         0.48688172382783573
8.159999999999995         0.48466363903315973
12.239999999999995        0.48364832160547155
16.329999999999988        0.4826305156546763
20.41                     0.478996180594837
24.489999999999995        0.4728402438907248
28.570000000000004        0.47100770332945646
32.65                     0.4667475240040638
36.73                     0.462111662078326
40.82                     0.4504491042269485
44.89999999999999         0.4437455002825338
48.97999999999999         0.43479806933204945
53.05999999999999         0.4253235252117564
57.139999999999986        0.41919169740088147
61.21999999999999         0.4134942993235513
65.31                     0.4078021133793147
69.38999999999999         0.40212384476012514
73.47                     0.3962160256261701
77.55                     0.38927386032943007
81.62999999999998         0.3803459532438086
85.71                     0.37131067077192687
89.79999999999998         0.36205585583818856
93.88                     0.35246063824386775
97.96                     0.34319332517106454
102.03999999999999        0.3379462335696277
106.12000000000002        0.33269914196819084
110.19999999999999        0.327452050366754
114.29                    0.3221920982466862
118.36999999999998        0.31607159252460476
122.45                    0.309292590858267
126.52999999999999        0.3017108435653287
130.61                    0.29389240353177354
134.69                    0.28646522090296833
138.78                    0.282357682886517
142.86                    0.2789739842371364
146.94                    0.2759745968178879
151.02                    0.2734073460692628
155.1                     0.2713446737506596
159.18                    0.26801954863059313
163.27                    0.2643720433096277
167.34999999999997        0.2613292909527013
171.43                    0.2580462855649201
175.50999999999996        0.25934458113762254
179.58999999999997        0.2528193177502228
183.67                    0.2488849003940866
187.76                    0.24481398536692167
191.83999999999997        0.2407530236772315
195.91999999999996        0.23669206198754134
199.99999999999997        0.23263110029785117
