% Model:              Pt_secm_hemi_np.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 20 2020, 02:02
% Table:              Table 3 - L = 100 (tds.ntflux_cP/(2*pi*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
-8                                                4                                                 0.2630458396311002                                3.4708080848381756E-17
-7.8367                                           4                                                 0.2683369433417023                                3.540622553533938E-17
-7.6735                                           4                                                 0.2740348412935023                                3.615804545788307E-17
-7.5102                                           4                                                 0.2808839479970057                                3.7061763796624916E-17
-7.3469                                           4                                                 0.2862556388412836                                3.777054170536193E-17
-7.1837                                           4                                                 0.29196667408402516                               3.852409505260769E-17
-7.0204                                           4                                                 0.2987231171395342                                3.941558671104625E-17
-6.8571                                           4                                                 0.3055331895863349                                4.031415460095608E-17
-6.6939                                           4.060632188838336                                 0.31178755296514893                               4.1139398406794093E-17
-6.5306                                           4.2812593453317715                                0.31444413622363865                               4.1489926309631985E-17
-6.3673                                           4.455485867330906                                 0.3178606292920878                                4.194072194967702E-17
-6.2041                                           4.591157789158574                                 0.3213200638324884                                4.239718358346035E-17
-6.0408                                           4.703251922059682                                 0.325954275760638                                 4.300865344170348E-17
-5.8776                                           4.794473290411423                                 0.3304857527762824                                4.360656774759845E-17
-5.7143                                           4.8652864230460695                                0.33485162181302003                               4.4182630595477434E-17
-5.551                                            4.920582203395627                                 0.3404584689614409                                4.492243664755106E-17
-5.3878                                           4.9610276872089285                                0.34620571187688104                               4.568076748465591E-17
-5.2245                                           4.987087413779273                                 0.35238578680214955                               4.6496209159977936E-17
-5.0612                                           4.998867356779834                                 0.3593464926548982                                4.7414652659551214E-17
-4.898                                            5                                                 0.36563930750673873                               4.824497001772678E-17
-4.7347                                           5                                                 0.3732750511534126                                4.925248265582036E-17
-4.5714                                           5                                                 0.3800272338364434                                5.0143412171354096E-17
-4.4082                                           5                                                 0.38826788328448003                               5.123074024955802E-17
-4.2449                                           5                                                 0.39535377794328974                               5.216570202293563E-17
-4.0816                                           5                                                 0.40356655072266795                               5.324935186136605E-17
-3.9184                                           5                                                 0.41099822473701525                               5.422993814583459E-17
-3.7551                                           5                                                 0.4190459809765077                                5.52918145647893E-17
-3.5918                                           5                                                 0.426735238880812                                 5.630638824282549E-17
-3.4286                                           5                                                 0.43477615045058765                               5.736736152888787E-17
-3.2653                                           5                                                 0.44209052661744974                               5.833247072700706E-17
-3.102                                            5                                                 0.4501074493116495                                5.939027875550775E-17
-2.9388                                           5                                                 0.45781141314657153                               6.040679283537514E-17
-2.7755                                           5                                                 0.4649813780735196                                6.135284741929666E-17
-2.6122                                           5                                                 0.4728462127712863                                6.23905879094412E-17
-2.449                                            5                                                 0.4794120839052496                                6.325693419523387E-17
-2.2857                                           5                                                 0.48664173810570244                               6.421086459324764E-17
-2.1224                                           5                                                 0.49253292740014665                               6.498818870759801E-17
-1.9592                                           5.271901265460276                                 0.4737963811393194                                6.251595967195788E-17
-1.7959                                           5.403069534990612                                 0.46747040779378146                               6.168126715361392E-17
-1.6327                                           5.516801682691745                                 0.46245599291046013                               6.1019630697315E-17
-1.4694                                           5.615504471416557                                 0.4573614142181006                                6.034741687560708E-17
-1.3061                                           5.700759669056097                                 0.45370780005004363                               5.986533384357139E-17
-1.1429                                           5.773766318563984                                 0.4502331111910384                                5.940685944986698E-17
-0.9796                                           5.83555705990904                                  0.4489980853021124                                5.924390162296196E-17
-0.8163                                           5.886806940202272                                 0.4461558657703031                                5.886887959091901E-17
-0.6531                                           5.9280471973655064                                0.44410277563306866                               5.859798072944246E-17
-0.4898                                           5.959745928285061                                 0.4432179587711713                                5.848123189501225E-17
-0.3265                                           5.982180033130126                                 0.44123290638490137                               5.821931040327692E-17
-0.1633                                           5.99555222121064                                  0.44136164982626536                               5.823629770015959E-17
0                                                 6                                                 0.4409968813447055                                5.818816763291846E-17
