% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 14 2020, 09:32
% Table:              Table 2 - L = 2 (tds.ntflux_cP/(2*pi*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 4                    TotalFlux (mol/s), Integral 4
0                                                 0                                                 0.741515087199488                                 9.784061071981991E-17
0.82                                              0                                                 0.7417704080370733                                9.787429951066189E-17
1.63                                              0                                                 0.743611807455086                                 9.811726643978792E-17
2.45                                              0                                                 0.7436674680470194                                9.81246106818699E-17
3.27                                              0                                                 0.7454895658838677                                9.836503082736155E-17
4.08                                              0                                                 0.7477738366632203                                9.866643325592855E-17
4.9                                               0                                                 0.7504614937914001                                9.902106125927713E-17
5.71                                              1                                                 0.8102573002739322                                1.0691093204643946E-16
6.53                                              1                                                 0.8143803607754436                                1.0745495706287712E-16
7.35                                              1                                                 0.8194119666564756                                1.0811886181788483E-16
8.16                                              1                                                 0.8249243538986407                                1.0884620417896128E-16
8.98                                              1.1696754254451716                                0.8388472124548456                                1.1068328208556158E-16
9.8                                               1.9869544062417472                                0.8697694674919756                                1.147633775143589E-16
10.61                                             2                                                 0.878459579130989                                 1.1591001073148672E-16
11.43                                             2                                                 0.8879896295913167                                1.1716747126509601E-16
12.24                                             2                                                 0.8988564534828586                                1.1860131489752764E-16
13.06                                             2                                                 0.9117566076918425                                1.2030345014463888E-16
13.88                                             2                                                 0.9268185265001245                                1.2229082351067583E-16
14.69                                             2                                                 0.9447224787702174                                1.2465319435739759E-16
15.51                                             2                                                 0.9670244152322784                                1.2759586554689877E-16
16.33                                             2                                                 0.9944494922329707                                1.312145192049384E-16
17.14                                             2                                                 1.0288169771236624                                1.3574920200324655E-16
17.96                                             2                                                 1.0720455530471609                                1.4145307821819608E-16
18.78                                             2                                                 1.1235601380226994                                1.4825026757009475E-16
19.59                                             2                                                 1.1770474195403184                                1.5530774809849656E-16
20.41                                             2                                                 1.223256321104132                                 1.6140486901719723E-16
21.22                                             2                                                 1.2545322176288776                                1.6553162634097285E-16
22.04                                             2                                                 1.2727343564724887                                1.6793334197914267E-16
22.86                                             2                                                 1.282451669117882                                 1.6921551117595755E-16
23.67                                             2                                                 1.2874722255240267                                1.698779579871019E-16
24.49                                             2                                                 1.2904329268093688                                1.7026861331821758E-16
25.31                                             2                                                 1.2921304891492749                                1.7049260139201161E-16
26.12                                             2                                                 1.2931623787567785                                1.7062875601804218E-16
26.94                                             2                                                 1.2938589512928902                                1.7072066659885117E-16
27.76                                             2                                                 1.2944160272176364                                1.7079417103542429E-16
28.57                                             2                                                 1.2948314003703651                                1.7084897823171862E-16
29.39                                             2                                                 1.2955311350991403                                1.7094130605402066E-16
30.2                                              2                                                 1.2952944810486238                                1.7091008028770619E-16
31.02                                             2                                                 1.2953827567816147                                1.7092172799626493E-16
31.84                                             2                                                 1.2955466310830004                                1.7094335070092077E-16
32.65                                             2                                                 1.2960238615603734                                1.7100631977891578E-16
33.47                                             2                                                 1.2956225013330593                                1.7095336154456996E-16
34.29                                             2                                                 1.2958407557093066                                1.709821595310614E-16
35.1                                              2                                                 1.2960001043748521                                1.710031850921366E-16
35.92                                             2                                                 1.2959381699401036                                1.7099501303599778E-16
36.73                                             2                                                 1.2959893231373871                                1.7100176254136786E-16
37.55                                             2                                                 1.2961239820023474                                1.7101953036000518E-16
38.37                                             2                                                 1.2961757291031075                                1.7102635822909222E-16
39.18                                             2                                                 1.296231059444191                                 1.7103365889560134E-16
40                                                2                                                 1.2961842239855756                                1.710274791024268E-16
