% Model:              Pt_secm_ele_HOPG_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               May 30 2020, 01:29
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
-6.617444900424221E-15    0.9474785730913655
61.21999999999998         0.9477305470241685
122.45                    0.9482286342909707
183.66999999999996        0.9492686698542574
244.9                     0.950936425239601
306.12                    0.952909148228846
367.34999999999997        0.955461864400121
428.57                    0.958630949176032
489.8                     0.9625663803467984
551.02                    0.9673045532045137
612.24                    0.9730065570622835
673.4699999999999         0.9795074911972652
734.6899999999999         0.9883953216263949
795.9199999999998         0.9941315211170672
857.14                    0.9953872342309575
918.37                    0.9958621393159252
979.5900000000001         0.9960228015102778
1040.82                   0.9961706605905916
1102.0399999999997        0.9961939082769292
1163.27                   0.9963490042241466
1224.4899999999998        0.996362654113791
1285.71                   0.9963890895015064
1346.9399999999998        0.9964077208094938
1408.1599999999996        0.9964098718441752
1469.3899999999999        0.9964277368326789
1530.6099999999997        0.9964420921228747
1591.84                   0.9964378333712187
1653.06                   0.9964335753150961
1714.29                   0.9964291021154784
1775.5100000000002        0.9964246285976885
1836.7299999999998        0.9964220025792928
1897.9599999999998        0.9964198263045967
1959.1799999999998        0.9964178471943318
2020.4099999999999        0.9964152909359656
2081.629999999999         0.9964127341726553
2142.8599999999997        0.9964101769917098
2204.08                   0.9964076202283996
2265.31                   0.996351223654644
2326.5299999999997        0.9963498262852273
2387.7599999999998        0.9963484286875568
2448.9799999999996        0.99634703131814
2510.2                    0.9963456339487231
2571.43                   0.9963460444612368
2632.6499999999996        0.9963470528755702
2693.8800000000006        0.9963480614546234
2755.1                    0.9963490698689565
2816.33                   0.9963500784480097
2877.5499999999997        0.996351086862343
2938.78                   0.996352095441396
2999.9999999999995        0.9963531038557294
