% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 15 2020, 13:17
% Table:              Table 1 - L = 1 (tds.ntflux_cP/(2*pi*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 7                    TotalFlux (mol/s), Integral 7
0                                                 -1                                                1.5306557129834597                                2.0196526320953147E-16
0.82                                              -1                                                1.5306850686623226                                2.0196913660010447E-16
1.63                                              -1                                                1.5302321036990842                                2.0190936928126915E-16
2.45                                              -1                                                1.530113620902943                                 2.0189373584462842E-16
3.27                                              -1                                                1.530102050781968                                 2.0189220920313145E-16
4.08                                              -1                                                1.5302702894451001                                2.0191440777175327E-16
4.9                                               -1                                                1.5300422943557654                                2.0188432452844893E-16
5.71                                              0                                                 1.280796572109848                                 1.6899712627069866E-16
6.53                                              0                                                 1.280428965832174                                 1.689486217650809E-16
7.35                                              0                                                 1.2794663612966461                                1.688216090889219E-16
8.16                                              0                                                 1.278733353258947                                 1.6872489095693932E-16
8.98                                              0.16967542544517156                               1.2512293411677917                                1.6509582205908678E-16
9.8                                               0.9869544062417472                                1.1526634888363425                                1.5209036424075602E-16
10.61                                             1                                                 1.1481796928893475                                1.5149874130365055E-16
11.43                                             1                                                 1.1442760523382687                                1.50983668067595E-16
12.24                                             1                                                 1.1397849339093074                                1.5039107895175573E-16
13.06                                             1                                                 1.1332650694029895                                1.4953080309746707E-16
13.88                                             1                                                 1.1250892105017252                                1.4845202393050536E-16
14.69                                             1                                                 1.1144033473298451                                1.4704205750250707E-16
15.51                                             1                                                 1.0991745525436025                                1.4503266536992119E-16
16.33                                             1                                                 1.0775617971750795                                1.4218092948335828E-16
17.14                                             1                                                 1.0452532510693695                                1.379179172574154E-16
17.96                                             1                                                 0.9967018988417424                                1.3151171725524935E-16
18.78                                             1                                                 0.9248942076368758                                1.2203691561850972E-16
19.59                                             1                                                 0.8282904683649793                                1.0929035251906228E-16
20.41                                             1                                                 0.7137569389158862                                9.417800934136946E-17
21.22                                             1                                                 0.6093716623678228                                8.04046965876232E-17
22.04                                             1                                                 0.5263877052101639                                6.945522140038602E-17
22.86                                             1                                                 0.4642640431260842                                6.125819730285366E-17
23.67                                             1                                                 0.41675506103039345                               5.4989534799337105E-17
24.49                                             1                                                 0.37924459649100056                               5.0040145606489546E-17
25.31                                             1                                                 0.34899244035624744                               4.604846764482553E-17
26.12                                             1                                                 0.32466067548883853                               4.283796690705975E-17
26.94                                             1                                                 0.3032308052289612                                4.001036214207573E-17
27.76                                             1                                                 0.28488204166214537                               3.758929982746931E-17
28.57                                             1                                                 0.26878762102409354                               3.546569105457697E-17
29.39                                             1                                                 0.254201838501219                                 3.3541142391306815E-17
30.2                                              1                                                 0.24110080944007087                               3.1812502331882166E-17
31.02                                             1                                                 0.22927829877448913                               3.025255880041504E-17
31.84                                             1                                                 0.21813764210748737                               2.8782583784483766E-17
32.65                                             1                                                 0.20777597978925208                               2.7415394651330023E-17
33.47                                             1                                                 0.19846709403369234                               2.6187116113013695E-17
34.29                                             1                                                 0.18961127793029003                               2.501861870691E-17
35.1                                              1                                                 0.18143685255197683                               2.3940028688845322E-17
35.92                                             1                                                 0.17351302457240622                               2.2894504218550267E-17
36.73                                             1                                                 0.16632238341465444                               2.1945721470247063E-17
37.55                                             1                                                 0.15947772019998227                               2.104258943604351E-17
38.37                                             1                                                 0.15315527662539385                               2.0208362660003725E-17
39.18                                             1                                                 0.1469810881092897                                1.939369767807264E-17
40                                                1                                                 0.14123099532199804                               1.863499080923607E-17
