% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 14 2020, 09:32
% Table:              Table 3 - L = 4 (tds.ntflux_cP/(2*pi*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
0                                                 2                                                 0.8282388964529247                                1.0928354776558078E-16
0.82                                              2                                                 0.8285814910511219                                1.0932875205784023E-16
1.63                                              2                                                 0.8298441593367681                                1.0949535721306479E-16
2.45                                              2                                                 0.8305128867446301                                1.0958359371576059E-16
3.27                                              2                                                 0.8324050540230232                                1.0983325930624883E-16
4.08                                              2                                                 0.8349225333521815                                1.1016543287802283E-16
4.9                                               2                                                 0.8377807543606657                                1.1054256625517223E-16
5.71                                              3                                                 0.8592899415225175                                1.1338063663881092E-16
6.53                                              3                                                 0.8634659032881955                                1.1393164181260984E-16
7.35                                              3                                                 0.8682420518225689                                1.1456183976482774E-16
8.16                                              3                                                 0.8736349605331813                                1.1527341730507082E-16
8.98                                              3.1696754254451713                                0.8819648289881056                                1.1637251755389157E-16
9.8                                               3.9869544062417472                                0.8956466767058511                                1.1817779482955135E-16
10.61                                             4                                                 0.90344376182491                                  1.1920659597338776E-16
11.43                                             4                                                 0.9117925827454635                                1.2030819694113396E-16
12.24                                             4                                                 0.9211139785689388                                1.215381261440239E-16
13.06                                             4                                                 0.932036485024259                                 1.229793169176546E-16
13.88                                             4                                                 0.9440029419373102                                1.2455825370901078E-16
14.69                                             4                                                 0.9574723309621266                                1.2633549772057692E-16
15.51                                             4                                                 0.9728932001198152                                1.2837023346940268E-16
16.33                                             4                                                 0.9899133716585758                                1.3061599219590166E-16
17.14                                             4                                                 1.0084490276797928                                1.3306171438890153E-16
17.96                                             4                                                 1.0282892917749564                                1.3567957556182022E-16
18.78                                             4                                                 1.0480672361510606                                1.3828921384153411E-16
19.59                                             4                                                 1.0669901791953063                                1.4078603735332205E-16
20.41                                             4                                                 1.0837490913193935                                1.4299732371219228E-16
21.22                                             4                                                 1.0972998278056028                                1.4478530126841605E-16
22.04                                             4                                                 1.1077807101401582                                1.4616822111212214E-16
22.86                                             4                                                 1.1155621439552506                                1.4719495711505323E-16
23.67                                             4                                                 1.121064807648029                                 1.4792101648401488E-16
24.49                                             4                                                 1.1250634711408405                                1.4844862770184848E-16
25.31                                             4                                                 1.1279660340566955                                1.48831611855836E-16
26.12                                             4                                                 1.1299913455988886                                1.4909884541804792E-16
26.94                                             4                                                 1.1315648802212834                                1.4930646842006282E-16
27.76                                             4                                                 1.1328232146311177                                1.494725017338459E-16
28.57                                             4                                                 1.1337174838145299                                1.4959049777271724E-16
29.39                                             4                                                 1.1344852628366                                   1.496918038280004E-16
30.2                                              4                                                 1.1353618364762759                                1.4980746499488347E-16
31.02                                             4                                                 1.1355510958886015                                1.498324371860174E-16
31.84                                             4                                                 1.1362288805658778                                1.499218687672575E-16
32.65                                             4                                                 1.1362212162203023                                1.499208574806829E-16
33.47                                             4                                                 1.1365196071937889                                1.4996022924207224E-16
34.29                                             4                                                 1.1367686903699499                                1.4999309499287908E-16
35.1                                              4                                                 1.1373358663349429                                1.5006793209836552E-16
35.92                                             4                                                 1.137154170911952                                 1.5004395795211169E-16
36.73                                             4                                                 1.1376060492342195                                1.50103581892048E-16
37.55                                             4                                                 1.1373410860456112                                1.5006862082296237E-16
38.37                                             4                                                 1.1375319671285558                                1.5009380698849388E-16
39.18                                             4                                                 1.1376805289531122                                1.501134092594329E-16
40                                                4                                                 1.1377183710197132                                1.5011840240248708E-16
