% Model:              Pt_secm_Bruker_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 20 2020, 01:56
% Table:              Table 3 - L = 4 (tds.ntflux_cP/(2.4*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
0                                                 2                                                 0.8754843231172469                                6.177417383915279E-16
0.82                                              2                                                 0.8754661392299296                                6.177289078406398E-16
1.63                                              2                                                 0.874996629653422                                 6.173976218834539E-16
2.45                                              2                                                 0.8744330964163219                                6.169999928313578E-16
3.27                                              2                                                 0.8733289349169494                                6.162208964773996E-16
4.08                                              2                                                 0.8719763085892187                                6.152664833405577E-16
4.9                                               2                                                 0.8702463643982565                                6.140458347194098E-16
5.71                                              2                                                 0.8681347877816203                                6.125559062587101E-16
6.53                                              2                                                 0.866046624200293                                 6.110824980357283E-16
7.35                                              2                                                 0.8630858706168713                                6.089933903072639E-16
8.16                                              2                                                 0.8599154120087568                                6.067563147133768E-16
8.98                                              2                                                 0.8556529505470137                                6.037487219059722E-16
9.8                                               3.985942857142854                                 0.7478441565693736                                5.276788368753511E-16
10.61                                             4                                                 0.7404392717341989                                5.224539501356522E-16
11.43                                             4                                                 0.7325927140424242                                5.169174190283342E-16
12.24                                             4                                                 0.7236669427963454                                5.106193948371002E-16
13.06                                             4                                                 0.7126927878799829                                5.028760311281165E-16
13.88                                             4                                                 0.7003703840793036                                4.941813430063546E-16
14.69                                             4                                                 0.6861141756023527                                4.841221623050201E-16
15.51                                             4                                                 0.6698303351203885                                4.72632284460946E-16
16.33                                             4                                                 0.6510926038037583                                4.594109412439322E-16
17.14                                             4                                                 0.6303625710677097                                4.447838301453754E-16
17.96                                             4                                                 0.6067154221108289                                4.2809840184140186E-16
18.78                                             4                                                 0.5808061785192833                                4.0981683956320727E-16
19.59                                             4                                                 0.5532350268101452                                3.9036263491723756E-16
20.41                                             4                                                 0.5245099499069484                                3.700942206543408E-16
21.22                                             4                                                 0.49578922591580976                               3.498288778061951E-16
22.04                                             4                                                 0.46746868118646456                               3.2984590144517033E-16
22.86                                             4                                                 0.44022119719550085                               3.106200767411459E-16
23.67                                             4                                                 0.4146996790782078                                2.9261209355758357E-16
24.49                                             4                                                 0.391117448963654                                 2.7597247198875465E-16
25.31                                             4                                                 0.3690801542495692                                2.6042295683849557E-16
26.12                                             4                                                 0.34910723344723105                               2.463300639203665E-16
26.94                                             4                                                 0.330567448183306                                 2.3324839143814055E-16
27.76                                             4                                                 0.31328500256184966                               2.210538978076412E-16
28.57                                             4                                                 0.297926874600817                                 2.1021720271833587E-16
29.39                                             4                                                 0.2833866133867618                                1.9995759440569858E-16
30.2                                              4                                                 0.2701478722850404                                1.9061633868432402E-16
31.02                                             4                                                 0.25756296778999227                               1.8173643007261916E-16
31.84                                             4                                                 0.24612348975205442                               1.7366473436904943E-16
32.65                                             4                                                 0.23543233824746373                               1.6612105786741022E-16
33.47                                             4                                                 0.2253688566440105                                1.5902026524801417E-16
34.29                                             4                                                 0.21574374841833316                               1.5222878888397625E-16
35.1                                              4                                                 0.20708516404524788                               1.4611929175032682E-16
35.92                                             4                                                 0.19871539295978236                               1.4021358127242294E-16
36.73                                             4                                                 0.1910255174010025                                1.347876050781481E-16
37.55                                             4                                                 0.18345563759858588                               1.2944629788956248E-16
38.37                                             4                                                 0.17649800881032449                               1.2453699501656433E-16
39.18                                             4                                                 0.16984182762593064                               1.1984039357285672E-16
40                                                4                                                 0.16361334452217308                               1.15445575894845E-16
