% Model:              Pt_secm_Bruker_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 17 2020, 12:10
% Table:              Table 1 - L = 1 (tds.ntflux_cP/(2.4*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 7                    TotalFlux (mol/s), Integral 7
0                                                 -1                                                0.6153558198181661                                4.341950664637005E-16
0.82                                              -1                                                0.6154647805207791                                4.342719491354634E-16
1.63                                              -1                                                0.6161390138427808                                4.3474768816746777E-16
2.45                                              -1                                                0.6172333024532188                                4.3551981821099354E-16
3.27                                              -1                                                0.6186717902232859                                4.365348151815519E-16
4.08                                              -1                                                0.6207547181471456                                4.3800452912462653E-16
4.9                                               -1                                                0.6229984626311087                                4.395877152325092E-16
5.71                                              -1                                                0.6260033302792261                                4.417079498450239E-16
6.53                                              -1                                                0.6294290440323305                                4.441251334692138E-16
7.35                                              -1                                                0.6335861478480189                                4.470583859215618E-16
8.16                                              -1                                                0.6380029510363491                                4.501748822512501E-16
8.98                                              -1                                                0.6436429930924634                                4.54154495926043E-16
9.8                                               0.9859428571428539                                0.7328652024757228                                5.171096868668711E-16
10.61                                             1                                                 0.7404804344719271                                5.224829945633902E-16
11.43                                             1                                                 0.7491475341427304                                5.285985000911106E-16
12.24                                             1                                                 0.7592247138248601                                5.357089580748212E-16
13.06                                             1                                                 0.7707298984604063                                5.438270163536642E-16
13.88                                             1                                                 0.7847740262348476                                5.537365529113067E-16
14.69                                             1                                                 0.8011506002071134                                5.6529186350614E-16
15.51                                             1                                                 0.821290778368763                                 5.7950277321700065E-16
16.33                                             1                                                 0.8469359406493903                                5.975979997222067E-16
17.14                                             1                                                 0.8782838962633024                                6.19717117203386E-16
17.96                                             1                                                 0.9191936345700578                                6.485830285526313E-16
18.78                                             1                                                 0.9707555867343238                                6.849651419997386E-16
19.59                                             1                                                 1.030471805648203                                 7.271009060653706E-16
20.41                                             1                                                 1.084962310206247                                 7.655494060815254E-16
21.22                                             1                                                 1.1173833124003032                                7.884256652296542E-16
22.04                                             1                                                 1.1339168961055253                                8.000917618920608E-16
22.86                                             1                                                 1.142656925060879                                 8.062587263229523E-16
23.67                                             1                                                 1.1473806519072645                                8.095917879857694E-16
24.49                                             1                                                 1.15002981974645                                  8.114610408130953E-16
25.31                                             1                                                 1.151667597871707                                 8.126166570582735E-16
26.12                                             1                                                 1.1528832528252626                                8.134744231935103E-16
26.94                                             1                                                 1.1535400233576343                                8.139378404811436E-16
27.76                                             1                                                 1.1542228131319814                                8.144196169459248E-16
28.57                                             1                                                 1.1545965589000875                                8.14683331959902E-16
29.39                                             1                                                 1.1549217043707114                                8.149127546039782E-16
30.2                                              1                                                 1.155052389338643                                 8.150049659173462E-16
31.02                                             1                                                 1.155407588672317                                 8.152555945671882E-16
31.84                                             1                                                 1.1555997878378597                                8.153912102983952E-16
32.65                                             1                                                 1.1557920454838335                                8.155268672933926E-16
33.47                                             1                                                 1.1558304187395136                                8.155539434626027E-16
34.29                                             1                                                 1.1560074015414625                                8.156788225276533E-16
35.1                                              1                                                 1.1560256136670195                                8.156916730034479E-16
35.92                                             1                                                 1.1562529583441852                                8.158520874076578E-16
36.73                                             1                                                 1.1562704456413633                                8.158644264445424E-16
37.55                                             1                                                 1.1562755559797717                                8.158680322993239E-16
38.37                                             1                                                 1.156373566677713                                 8.1593718864779135E-16
39.18                                             1                                                 1.15641381931306                                  8.159655909072954E-16
40                                                1                                                 1.156666705677576                                 8.161440275261008E-16
