% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 15 2020, 13:18
% Table:              Table 3 - L = 4 (tds.ntflux_cP/(2*pi*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
0                                                 2                                                 1.085080352938063                                 1.4317297954448376E-16
0.82                                              2                                                 1.0849957951378437                                1.4316182240559656E-16
1.63                                              2                                                 1.08480575647224                                  1.4313674739441483E-16
2.45                                              2                                                 1.084118945214535                                 1.4304612478394683E-16
3.27                                              2                                                 1.083330346309309                                 1.4294207160980124E-16
4.08                                              2                                                 1.0823824528353305                                1.4281700001248273E-16
4.9                                               2                                                 1.0811066746472238                                1.4264866504638138E-16
5.71                                              3                                                 1.0141103348358316                                1.3380870626968958E-16
6.53                                              3                                                 1.0115568635705947                                1.334717836738321E-16
7.35                                              3                                                 1.008516834013954                                 1.3307066122391475E-16
8.16                                              3                                                 1.00491988648717                                  1.3259605517904445E-16
8.98                                              3.1696754254451713                                0.9899696909076119                                1.3062342334573996E-16
9.8                                               3.9869544062417472                                0.9355088458676803                                1.2343748413693913E-16
10.61                                             4                                                 0.9278437744173749                                1.2242610178632344E-16
11.43                                             4                                                 0.9194456365147269                                1.2131799359609426E-16
12.24                                             4                                                 0.9097457732552796                                1.2003812679151243E-16
13.06                                             4                                                 0.8981730845435227                                1.1851114649026886E-16
13.88                                             4                                                 0.8842647657841407                                1.1667598706466175E-16
14.69                                             4                                                 0.8679744634576934                                1.1452653231189355E-16
15.51                                             4                                                 0.8483260971613169                                1.1193399145700097E-16
16.33                                             4                                                 0.8250443926910255                                1.0886204292447048E-16
17.14                                             4                                                 0.7980475373900401                                1.0529989178855948E-16
17.96                                             4                                                 0.766459360624331                                 1.0113193005772592E-16
18.78                                             4                                                 0.7307087069345831                                9.641474243603088E-17
19.59                                             4                                                 0.6922900315466135                                9.13455176449324E-17
20.41                                             4                                                 0.6513647952765971                                8.594555993721537E-17
21.22                                             4                                                 0.6105810185813594                                8.056426738065579E-17
22.04                                             4                                                 0.570518026224682                                 7.527808007697644E-17
22.86                                             4                                                 0.5326739862755193                                7.028467664574544E-17
23.67                                             4                                                 0.4981957611238766                                6.573538201424667E-17
24.49                                             4                                                 0.46644106857912726                               6.154544904399187E-17
25.31                                             4                                                 0.4377527080414865                                5.776010905023144E-17
26.12                                             4                                                 0.41207393536867315                               5.4371874819782604E-17
26.94                                             4                                                 0.3885989308049286                                5.1274420940803735E-17
27.76                                             4                                                 0.36734695053016586                               4.847028820637551E-17
28.57                                             4                                                 0.3481636673557903                                4.593911362369696E-17
29.39                                             4                                                 0.3305111048848653                                4.360991287951781E-17
30.2                                              4                                                 0.31465969583705816                               4.151836873054495E-17
31.02                                             4                                                 0.2993749860725426                                3.950159879039006E-17
31.84                                             4                                                 0.28577466525322437                               3.770707873554766E-17
32.65                                             4                                                 0.27275821175022386                               3.598959815811319E-17
33.47                                             4                                                 0.2607351050948648                                3.440318660935759E-17
34.29                                             4                                                 0.2495127487386509                                3.2922431573402496E-17
35.1                                              4                                                 0.23930689129962063                               3.1575800409732645E-17
35.92                                             4                                                 0.2292516649215213                                3.024904454630863E-17
36.73                                             4                                                 0.22023401758481717                               2.905919401203113E-17
37.55                                             4                                                 0.21126077678422314                               2.7875202782153566E-17
38.37                                             4                                                 0.203005619708008                                 2.6785960467509153E-17
39.18                                             4                                                 0.19532460454557993                               2.5772474393640446E-17
40                                                4                                                 0.18785976761285758                               2.4787512365180888E-17
