% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 3 2020, 11:20
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
-4.135903062765138E-16    0.9060034467511219
61.21999999999998         0.9053426240481568
122.44999999999997        0.9041815218771307
183.67000000000002        0.9023928778185328
244.9                     0.8997822990577018
306.11999999999995        0.8964609945965978
367.34999999999997        0.8921250298433927
428.57                    0.8850330038089617
489.8                     0.8754272205777479
551.02                    0.8620259111598714
612.24                    0.8420503804391246
673.4699999999999         0.7375574637507571
734.6899999999999         0.6817002932855596
795.9199999999998         0.5962902772235802
857.1399999999999         0.5380371149346452
918.37                    0.488977330118863
979.5899999999999         0.4481892209558565
1040.8200000000002        0.41414912759871664
1102.04                   0.38400779766995063
1163.2699999999998        0.35851564994300095
1224.4899999999998        0.3369348507494492
1285.71                   0.3168108219167509
1346.9400000000003        0.2985064468161991
1408.16                   0.28299795974547337
1469.3900000000003        0.2689944083950483
1530.61                   0.25570463893245227
1591.8399999999997        0.24386480275674
1653.0599999999995        0.2325489873949745
1714.2899999999997        0.22277565693992343
1775.51                   0.213479922289723
1836.7299999999998        0.2046807487572428
1897.9599999999998        0.19662967339008477
1959.1799999999998        0.1891160055866411
2020.4099999999999        0.18251516154570765
2081.6299999999997        0.1757748113909968
2142.8599999999997        0.16954314980553903
2204.08                   0.16349918386201476
2265.31                   0.15827353548402912
2326.53                   0.15322528275744857
2387.7599999999998        0.1484017735922098
2448.9799999999996        0.14357905219590208
2510.1999999999994        0.13904152899181282
2571.43                   0.13469011466762934
2632.6499999999996        0.13117368245871772
2693.8799999999997        0.12759059876056694
2755.1                    0.12400810024675363
2816.3299999999995        0.12042501654860285
2877.5500000000006        0.11684891130667671
2938.7800000000007        0.11327364904991918
3000                      0.11047951671743203
