% Model:              Pt_secm_disk_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 13 2020, 17:36
% Table:              Table 2 - L = 2 (tds.ntflux_cP/(4*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 4                    TotalFlux (mol/s), Integral 4
0                                                 0                                                 1.2957367869788905                                1.0884189010622698E-16
0.82                                              0                                                 1.2957864620535462                                1.0884606281249775E-16
1.63                                              0                                                 1.2953843548244746                                1.088122858052557E-16
2.45                                              0                                                 1.2952162540896457                                1.0879816534353058E-16
3.27                                              0                                                 1.2954968993205271                                1.0882173954292452E-16
4.08                                              0                                                 1.2950098837928383                                1.0878083023859841E-16
4.9                                               0                                                 1.2945792286025601                                1.0874465520261517E-16
5.71                                              2                                                 1.1011086128721432                                9.249312348126051E-17
6.53                                              2                                                 1.1008710854281354                                9.247317117596339E-17
7.35                                              2                                                 1.0991095162708475                                9.23251993667513E-17
8.16                                              2                                                 1.0969805934461434                                9.2146369849476E-17
8.98                                              2                                                 1.0937530952536056                                9.187526000130298E-17
9.8                                               2                                                 1.0925425836159894                                9.177357702374306E-17
10.61                                             2                                                 1.0895336262810806                                9.15208246076108E-17
11.43                                             2                                                 1.0855338553507101                                9.118484384945971E-17
12.24                                             2                                                 1.0808142712669127                                9.078839878642077E-17
13.06                                             2                                                 1.0743231727993772                                9.02431465151475E-17
13.88                                             2                                                 1.0656089798802548                                8.951115430994161E-17
14.69                                             2                                                 1.0555968200356465                                8.867013288299439E-17
15.51                                             2                                                 1.0419277149162638                                8.752192805296636E-17
16.33                                             2                                                 1.0219362227593805                                8.584264271178817E-17
17.14                                             2                                                 0.9941657840606157                                8.350992586109171E-17
17.96                                             2                                                 0.9538898671276639                                8.012674883872385E-17
18.78                                             2                                                 0.8956951669601895                                7.523839402465579E-17
19.59                                             2                                                 0.8213705484595646                                6.899512607060337E-17
20.41                                             2                                                 0.7341374732121713                                6.166754774982253E-17
21.22                                             2                                                 0.6484478051543298                                5.446961563296384E-17
22.04                                             2                                                 0.5743335185044574                                4.82440155543745E-17
22.86                                             2                                                 0.5134563377631718                                4.3130332372106616E-17
23.67                                             2                                                 0.4650644934549957                                3.906541745021971E-17
24.49                                             2                                                 0.4258916624333261                                3.577489964439941E-17
25.31                                             2                                                 0.3935967703341017                                3.306212870806449E-17
26.12                                             2                                                 0.3666047588583825                                3.0794799744104094E-17
26.94                                             2                                                 0.343012053257224                                 2.881301247360688E-17
27.76                                             2                                                 0.3231781837087182                                2.7146967431532308E-17
28.57                                             2                                                 0.304831936706522                                 2.5605882683347847E-17
29.39                                             2                                                 0.28860690517795917                               2.42429800349486E-17
30.2                                              2                                                 0.2741524330082366                                2.302880437269193E-17
31.02                                             2                                                 0.2608217281135552                                2.190902516153867E-17
31.84                                             2                                                 0.24881961991828477                               2.0900848073135933E-17
32.65                                             2                                                 0.23738818924563312                               1.9940607896633197E-17
33.47                                             2                                                 0.2267416821546206                                1.904630130098812E-17
34.29                                             2                                                 0.21576260321946344                               1.8124058670434936E-17
35.1                                              2                                                 0.20700414748868023                               1.7388348389049133E-17
35.92                                             2                                                 0.19805213426249796                               1.663637927804986E-17
36.73                                             2                                                 0.19003848344211938                               1.5963232609137974E-17
37.55                                             2                                                 0.18261394743097625                               1.5339571584202057E-17
38.37                                             2                                                 0.17505043154488126                               1.4704236249770027E-17
39.18                                             2                                                 0.16816311617421295                               1.412570175863386E-17
40                                                2                                                 0.16254169081459796                               1.3653502028426236E-17
