% Model:              Pt_secm_Bruker_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 18 2020, 00:50
% Table:              Table 1 - L = 1 (tds.ntflux_cP/(2.4*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 7                    TotalFlux (mol/s), Integral 7
0                                                 -1                                                1.1445791197617996                                8.076150269039262E-16
0.82                                              -1                                                1.1450444191952684                                8.079433421841829E-16
1.63                                              -1                                                1.1449475223334076                                8.078749717584553E-16
2.45                                              -1                                                1.1449616825406674                                8.078849632006998E-16
3.27                                              -1                                                1.1447144854921005                                8.07710540963224E-16
4.08                                              -1                                                1.144132359523683                                 8.072997928799113E-16
4.9                                               -1                                                1.1440820368659885                                8.072642852126415E-16
5.71                                              -1                                                1.143440297245795                                 8.068114737366344E-16
6.53                                              -1                                                1.1421082477845823                                8.058715796368003E-16
7.35                                              -1                                                1.1413395749964106                                8.053292041174644E-16
8.16                                              -1                                                1.1401979012912198                                8.045236391510838E-16
8.98                                              -1                                                1.1389848953276192                                8.036677421431677E-16
9.8                                               0.9859428571428539                                0.9174718254199832                                6.473681200163373E-16
10.61                                             1                                                 0.9121877522565671                                6.436396779922318E-16
11.43                                             1                                                 0.9066398901843027                                6.397251065140437E-16
12.24                                             1                                                 0.8995411896887564                                6.347162634443863E-16
13.06                                             1                                                 0.8912049948296208                                6.288342443517831E-16
13.88                                             1                                                 0.8809287018156979                                6.215832920011563E-16
14.69                                             1                                                 0.86812401102291                                  6.125483021777647E-16
15.51                                             1                                                 0.8512159322372295                                6.006179617865892E-16
16.33                                             1                                                 0.8297953765285788                                5.855036176785641E-16
17.14                                             1                                                 0.8019510768722937                                5.658566798410908E-16
17.96                                             1                                                 0.7647943944084075                                5.39638924694572E-16
18.78                                             1                                                 0.717694082482947                                 5.064049445999683E-16
19.59                                             1                                                 0.659670024857321                                 4.654631695393263E-16
20.41                                             1                                                 0.5935915454708514                                4.1883819448423455E-16
21.22                                             1                                                 0.5312743485363087                                3.748671803272191E-16
22.04                                             1                                                 0.477363142225697                                 3.3682743315445277E-16
22.86                                             1                                                 0.4326620308257003                                3.052863289506137E-16
23.67                                             1                                                 0.3962092011470403                                2.795652123293509E-16
24.49                                             1                                                 0.3649439428172778                                2.57504446051871E-16
25.31                                             1                                                 0.33864241900488024                               2.3894609084984235E-16
26.12                                             1                                                 0.3162986257429912                                2.2318031032425433E-16
26.94                                             1                                                 0.2965392183712363                                2.0923807248274473E-16
27.76                                             1                                                 0.27909185091948646                               1.9692721000878943E-16
28.57                                             1                                                 0.2636540781037851                                1.8603431751003056E-16
29.39                                             1                                                 0.24958854877439668                               1.7610968001521488E-16
30.2                                              1                                                 0.2369485808988977                                1.6719091868226246E-16
31.02                                             1                                                 0.22512693676141637                               1.5884956657885502E-16
31.84                                             1                                                 0.2144977893420414                                1.5134964015974446E-16
32.65                                             1                                                 0.2046508379031987                                1.4440163122449723E-16
33.47                                             1                                                 0.19543329535736456                               1.3789773320415635E-16
34.29                                             1                                                 0.186848046201354                                 1.318399813996755E-16
35.1                                              1                                                 0.178923868957808                                 1.262486819366291E-16
35.92                                             1                                                 0.1713698621917287                                1.2091857476248348E-16
36.73                                             1                                                 0.16424302334287605                               1.1588987727073337E-16
37.55                                             1                                                 0.1576852675596212                                1.112627247900682E-16
38.37                                             1                                                 0.1513024186459716                                1.0675898659659725E-16
39.18                                             1                                                 0.1455300718335244                                1.02686018685735E-16
40                                                1                                                 0.1401539610953068                                9.889263494884913E-17
