% Model:              Pt_secm_hemi_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 2 2020, 01:29
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
3.3087224502121103E-15    0.947269158482493
61.21999999999999         0.947571760756174
122.44999999999997        0.9481864623796739
183.66999999999996        0.9492102191215308
244.9                     0.9506731896980334
306.11999999999995        0.9527461908219568
367.35                    0.9552547507834785
428.56999999999994        0.95852701411714
489.8                     0.9623916048568466
551.02                    0.9670626072375392
612.2399999999999         0.9726363618511192
673.4700000000001         0.9783182626816822
734.6899999999999         0.9876500571173854
795.9199999999998         0.994176150989714
857.1399999999999         0.9954190646681551
918.37                    0.9958660537481283
979.5899999999999         0.9961077343838634
1040.82                   0.9962027893932329
1102.04                   0.9963384547660068
1163.2699999999998        0.9963438292441644
1224.49                   0.9963818263285467
1285.71                   0.9964401752736043
1346.9399999999998        0.9964534825450188
1408.16                   0.9964618550690847
1469.3899999999999        0.9965045075313677
1530.61                   0.9965116189850417
1591.8399999999997        0.9965250075897807
1653.06                   0.9965338100500438
1714.2899999999997        0.996541901710857
1775.5099999999998        0.9965524848090241
1836.7299999999998        0.9965570372530833
1897.9599999999998        0.9965554206466847
1959.1799999999998        0.9965525459986121
2020.4099999999994        0.9965222626654402
2081.63                   0.9965122786969831
2142.8599999999997        0.9965021781369248
2204.08                   0.9964885438434297
2265.31                   0.9964593685352284
2326.53                   0.9964543158421688
2387.76                   0.9964492130474989
2448.9799999999996        0.9964441110862104
2510.1999999999994        0.9964390091249219
2571.4300000000003        0.9964074676870194
2632.6499999999996        0.9964092205802675
2693.88                   0.9964109737598427
2755.1                    0.9963858735568678
2816.3300000000004        0.9963882824134855
2877.55                   0.996397814999005
2938.7800000000007        0.9964073491416279
2999.9999999999995        0.9963484089867802
