% Model:              Pt_secm_disk_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 13 2020, 02:46
% Table:              Table 3 - L = 4 (tds.ntflux_cP/(4*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 6                    TotalFlux (mol/s), Integral 6
0                                                 2                                                 0.8134261259349289                                6.832779457853422E-17
0.82                                              2                                                 0.8137716041222663                                6.835681474627017E-17
1.63                                              2                                                 0.8143459909815889                                6.840506324245336E-17
2.45                                              2                                                 0.8166721726451375                                6.860046250219148E-17
3.27                                              2                                                 0.8172963478924873                                6.865289322296904E-17
4.08                                              2                                                 0.8194802866321804                                6.883634407710329E-17
4.9                                               2                                                 0.8223296216110703                                6.907568821532997E-17
5.71                                              4                                                 0.8559275911292177                                7.189791765485433E-17
6.53                                              4                                                 0.8597564441385563                                7.221954130763894E-17
7.35                                              4                                                 0.8640646899313333                                7.25814339542322E-17
8.16                                              4                                                 0.8687935285593253                                7.297865639898317E-17
8.98                                              4                                                 0.8745196871236764                                7.345965371838892E-17
9.8                                               4                                                 0.8805362874069189                                7.396504814218133E-17
10.61                                             4                                                 0.8874372977391151                                7.45447330100858E-17
11.43                                             4                                                 0.8957608750467421                                7.524391350392659E-17
12.24                                             4                                                 0.9044787485840118                                7.597621488105678E-17
13.06                                             4                                                 0.9144619004810035                                7.681479964040421E-17
13.88                                             4                                                 0.9256138869072732                                7.775156650021092E-17
14.69                                             4                                                 0.9384943502944018                                7.883352542472978E-17
15.51                                             4                                                 0.9531851173105584                                8.006754985408682E-17
16.33                                             4                                                 0.9697521371300983                                8.14591795189282E-17
17.14                                             4                                                 0.9884051575283268                                8.302603323237934E-17
17.96                                             4                                                 1.0086655047348863                                8.47279023977305E-17
18.78                                             4                                                 1.029828495617201                                 8.650559363184494E-17
19.59                                             4                                                 1.0497533574794207                                8.817928202827125E-17
20.41                                             4                                                 1.0672450652353582                                8.96485854797699E-17
21.22                                             4                                                 1.081052696121257                                 9.080842647418566E-17
22.04                                             4                                                 1.0909789474454352                                9.164223158541658E-17
22.86                                             4                                                 1.0980398414599652                                9.22353466826373E-17
23.67                                             4                                                 1.102682333742304                                 9.26253160343535E-17
24.49                                             4                                                 1.105943587769763                                 9.289926137266023E-17
25.31                                             4                                                 1.1094450841459647                                9.319338706826106E-17
26.12                                             4                                                 1.1096421395055023                                9.320993971846222E-17
26.94                                             4                                                 1.1107974484693486                                9.330698567142519E-17
27.76                                             4                                                 1.11161368038513                                  9.337554915235102E-17
28.57                                             4                                                 1.1120851959065672                                9.341515645615197E-17
29.39                                             4                                                 1.1125716872512148                                9.345602172910206E-17
30.2                                              4                                                 1.1129483873623638                                9.348766453843849E-17
31.02                                             4                                                 1.1132039605258912                                9.35091326841749E-17
31.84                                             4                                                 1.1134737659917475                                9.353179634330663E-17
32.65                                             4                                                 1.1136876297235214                                9.354976089677578E-17
33.47                                             4                                                 1.1138621751827655                                9.35644227153522E-17
34.29                                             4                                                 1.114041328440355                                 9.357947158899009E-17
35.1                                              4                                                 1.1141519965705768                                9.358876771192808E-17
35.92                                             4                                                 1.114212468546166                                 9.359384735787805E-17
36.73                                             4                                                 1.1143295488690115                                9.360368210499683E-17
37.55                                             4                                                 1.1143737775310378                                9.360739731260753E-17
38.37                                             4                                                 1.1143186903880475                                9.360276999259617E-17
39.18                                             4                                                 1.1145570120714972                                9.362278901400576E-17
40                                                4                                                 1.114643003439713                                 9.363001228893629E-17
