% Model:              Pt_secm_ele_HOPG_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               May 30 2020, 08:55
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
-4.963083675318165E-15    0.975970678850157
61.220000000000006        0.9759526251220356
122.45                    0.9756995479039474
183.67                    0.9751070680376679
244.9                     0.9742774222820618
306.12                    0.973185032443199
367.34999999999997        0.972415079284503
428.56999999999994        0.9705548226085978
489.7999999999999         0.967633857441221
551.02                    0.9644339358853942
612.24                    0.9586473921301188
673.47                    0.9492182741288444
734.69                    0.7580685798124738
795.9199999999998         0.6352672208546721
857.14                    0.5561745417940767
918.3700000000001         0.4990076563998535
979.5899999999999         0.45482127176580445
1040.82                   0.41792487430828673
1102.04                   0.38744721277851146
1163.2699999999998        0.36067420441985265
1224.4899999999998        0.337963840125633
1285.71                   0.3180407363636356
1346.94                   0.3000165054046081
1408.1599999999999        0.2836135939734429
1469.3900000000003        0.26898993949194194
1530.6099999999997        0.25589662885802417
1591.8399999999997        0.2442507114462542
1653.06                   0.23280098363104398
1714.29                   0.22270708813143092
1775.5099999999998        0.21332238385120733
1836.7299999999998        0.20428740673514179
1897.96                   0.19655416032031287
1959.1800000000003        0.18931981386967603
2020.4099999999999        0.18178971596597684
2081.6299999999997        0.1753175551302058
2142.8599999999997        0.1695794679784693
2204.08                   0.1637280699939125
2265.31                   0.15783090826788326
2326.53                   0.15265988822574164
2387.76                   0.14829602167782174
2448.9799999999996        0.14393286783062834
2510.2                    0.13956971398343487
2571.43                   0.13520584743551503
2632.6499999999996        0.13061291044591253
2693.8799999999997        0.12685124514853122
2755.1                    0.12376156079681294
2816.3299999999995        0.12067789622101457
2877.5499999999997        0.1175612216442088
2938.7799999999997        0.11441288801975252
2999.9999999999995        0.11126506857684525
