% Model:              Pt_secm_Bruker_Mesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 17 2020, 12:10
% Table:              Table 2 - L = 2 (tds.ntflux_cP/(2.4*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 4                    TotalFlux (mol/s), Integral 4
0                                                 0                                                 0.666422054320874                                 4.702274015288103E-16
0.82                                              0                                                 0.6666193787010649                                4.703666336114721E-16
1.63                                              0                                                 0.6672020372615042                                4.70777757491718E-16
2.45                                              0                                                 0.6683720051430149                                4.716032868289119E-16
3.27                                              0                                                 0.6699358446247673                                4.727067319672355E-16
4.08                                              0                                                 0.6721224911078326                                4.742496297256867E-16
4.9                                               0                                                 0.674662066166668                                 4.760415538872019E-16
5.71                                              0                                                 0.6776955195195669                                4.781819585730059E-16
6.53                                              0                                                 0.681504238205274                                 4.808693904776399E-16
7.35                                              0                                                 0.685721337443986                                 4.83844975700475E-16
8.16                                              0                                                 0.6914699439318928                                4.879011924383428E-16
8.98                                              0                                                 0.6965214062742873                                4.914655042671373E-16
9.8                                               1.985942857142854                                 0.7489290090756947                                5.284443088038094E-16
10.61                                             2                                                 0.7563127931488804                                5.33654306845851E-16
11.43                                             2                                                 0.7645343033434466                                5.394554044391369E-16
12.24                                             2                                                 0.7739458751703316                                5.460962095201846E-16
13.06                                             2                                                 0.7850705768733                                   5.539457990418008E-16
13.88                                             2                                                 0.7972689923453671                                5.625530009988903E-16
14.69                                             2                                                 0.8119678739725021                                5.729245318750003E-16
15.51                                             2                                                 0.8290225862960343                                5.849583368904829E-16
16.33                                             2                                                 0.849198834511386                                 5.991946976312339E-16
17.14                                             2                                                 0.8722301469259305                                6.154455916709361E-16
17.96                                             2                                                 0.8993562263758285                                6.345857533307858E-16
18.78                                             2                                                 0.9289342130140251                                6.554559807026965E-16
19.59                                             2                                                 0.9585012499115155                                6.76318481937569E-16
20.41                                             2                                                 0.9840635149271212                                6.943552161325778E-16
21.22                                             2                                                 1.0030406415780213                                7.077454766974538E-16
22.04                                             2                                                 1.0156102653638102                                7.166146032407035E-16
22.86                                             2                                                 1.0238381505555603                                7.224201990320053E-16
23.67                                             2                                                 1.0288340630754982                                7.259453149060717E-16
24.49                                             2                                                 1.0323014538337218                                7.283919058250727E-16
25.31                                             2                                                 1.0346077107759513                                7.300192007235114E-16
26.12                                             2                                                 1.0361117286896504                                7.310804357634198E-16
26.94                                             2                                                 1.0372654473157965                                7.318944996260286E-16
27.76                                             2                                                 1.0382546836172482                                7.325925047603295E-16
28.57                                             2                                                 1.0388555734188076                                7.330164926043096E-16
29.39                                             2                                                 1.03934879521045                                  7.333645099004963E-16
30.2                                              2                                                 1.0397330410825332                                7.336356337878387E-16
31.02                                             2                                                 1.0401047398878942                                7.338979044648964E-16
31.84                                             2                                                 1.0403469701345898                                7.340688221269654E-16
32.65                                             2                                                 1.0406802472549361                                7.34303982463086E-16
33.47                                             2                                                 1.0408124717597262                                7.343972800736648E-16
34.29                                             2                                                 1.040940098203811                                 7.344873332926088E-16
35.1                                              2                                                 1.0410794285258909                                7.345856447678705E-16
35.92                                             2                                                 1.041231995598441                                 7.34693296094258E-16
36.73                                             2                                                 1.0413757526243956                                7.347947310517732E-16
37.55                                             2                                                 1.0413771099010678                                7.347956887461912E-16
38.37                                             2                                                 1.041493517361085                                 7.348778258499843E-16
39.18                                             2                                                 1.0417536040867743                                7.350613430436292E-16
40                                                2                                                 1.0417165078143344                                7.350351679137925E-16
