% Model:              Pt_secm_hemi_p.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 9 2020, 20:31
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
-8.000000000000002        0.15498735110264047
-7.836700000000001        0.15796996707459082
-7.6735                   0.1609507565823821
-7.5102                   0.16393337255433246
-7.3469                   0.1669159885262829
-7.183700000000001        0.1698225687515362
-7.020400000000001        0.1742825880820841
-6.8571                   0.1787407445077913
-6.6939                   0.18321198575258701
-6.530599999999999        0.18766924556376835
-6.367300000000001        0.19212650537494974
-6.2040999999999995       0.19658103569451374
-6.040799999999999        0.2010382955056951
-5.877600000000001        0.2070043546887223
-5.714299999999999        0.2130084702861305
-5.551000000000001        0.218964408974099
-5.387800000000002        0.22430338776977654
-5.224500000000002        0.23041132609117965
-5.0612                   0.23700886092373014
-4.898000000000001        0.24391418462185843
-4.7347                   0.2509743765651829
-4.5714                   0.25848890567116045
-4.4082                   0.26701847576706794
-4.2449                   0.2751135015994963
-4.0816                   0.2834799773753135
-3.9184                   0.2932533618723452
-3.7551                   0.30227331997693263
-3.5917999999999997       0.31208059187924636
-3.4286                   0.3237243833352249
-3.2652999999999994       0.3353753094673408
-3.1019999999999994       0.3455163073440597
-2.9387999999999996       0.3577737442134515
-2.7755                   0.37042697276205
-2.6122                   0.38308020131064857
-2.4490000000000003       0.39402078355421993
-2.2857                   0.40484076738491886
-2.1224                   0.41670584121750776
-1.9592                   0.42642877449132877
-1.7958999999999998       0.43862064517148336
-1.6327                   0.44979934774111363
-1.4694000000000003       0.4587497381049387
-1.3061000000000003       0.467236159882076
-1.1429000000000005       0.4757384451562417
-0.9796000000000001       0.48265653795822117
-0.8163000000000001       0.4889173089049147
-0.6531000000000001       0.49392949876971926
-0.48980000000000007      0.4959658794083436
-0.32649999999999996      0.497764187256141
-0.16329999999999997      0.5010176586240038
-2.0679515313825692E-17   0.5020410344792907
