% Model:              Pt_secm_disk_p.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 9 2020, 22:10
% Table:              Table 1 - L = 1 (tds.ntflux_cP/(4*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 7                    TotalFlux (mol/s), Integral 7
-8                                                1                                                 0.12863273718904386                               1.0805149923879676E-17
-7.8367                                           1                                                 0.1319972259708621                                1.1087766981552427E-17
-7.6735                                           1                                                 0.13697859172734927                               1.1506201705097356E-17
-7.5102                                           1                                                 0.14142326024636465                               1.1879553860694625E-17
-7.3469                                           1                                                 0.14614573638891867                               1.2276241856669148E-17
-7.1837                                           1                                                 0.15139066514121607                               1.271681587186212E-17
-7.0204                                           1                                                 0.15642808944108028                               1.3139959513050755E-17
-6.8571                                           1                                                 0.16243899577523907                               1.3644875645120093E-17
-6.6939                                           1                                                 0.16894001263173716                               1.4190961061065917E-17
-6.5306                                           1                                                 0.17588293081953146                               1.4774166188840698E-17
-6.3673                                           1                                                 0.18263408024101435                               1.5341262740245183E-17
-6.2041                                           1                                                 0.19049978292201508                               1.600198176544926E-17
-6.0408                                           1                                                 0.19881562765474287                               1.67005127229984E-17
-5.8776                                           1                                                 0.20727567586193907                               1.741115677240288E-17
-5.7143                                           1                                                 0.2164488382498664                                1.8181702412988724E-17
-5.551                                            1                                                 0.22646054970583493                               1.902268617529013E-17
-5.3878                                           1                                                 0.23709524035400772                               1.99160001897367E-17
-5.2245                                           1                                                 0.24795758744700175                               2.0828437345548096E-17
-5.0612                                           1                                                 0.2606203181866691                                2.189210672768021E-17
-4.898                                            1                                                 0.27384879695776826                               2.3003298944452452E-17
-4.7347                                           1                                                 0.2885939077258806                                2.424188824897393E-17
-4.5714                                           1                                                 0.30464459326666576                               2.5590145834399995E-17
-4.4082                                           1                                                 0.3203864890189742                                2.6912465077593812E-17
-4.2449                                           1                                                 0.3392407097923122                                2.849621962255422E-17
-4.0816                                           1                                                 0.36387935066242055                               3.056586545564333E-17
-3.9184                                           1                                                 0.38873850335604254                               3.265403428190761E-17
-3.7551                                           1                                                 0.41662930186030944                               3.4996861356265924E-17
-3.5918                                           1                                                 0.44925987894221914                               3.773782983114653E-17
-3.4286                                           1                                                 0.48694906992680936                               4.0903721873851947E-17
-3.2653                                           1                                                 0.5303261719331642                                4.454739844238588E-17
-3.102                                            1                                                 0.5788986020752847                                4.862748257432392E-17
-2.9388                                           1                                                 0.6349256245701093                                5.333375246388914E-17
-2.7755                                           1                                                 0.697775880165052                                 5.861317393386443E-17
-2.6122                                           1                                                 0.7636224158847188                                6.414428293431644E-17
-2.449                                            1                                                 0.8395700800221465                                7.05238867218604E-17
-2.2857                                           1                                                 0.9085411338413217                                7.63174552426713E-17
-2.1224                                           1                                                 0.9929147429483886                                8.340483840766476E-17
-1.9592                                           1                                                 1.0718848362360525                                9.003832624382833E-17
-1.7959                                           1                                                 1.1480809800643073                                9.643880232540179E-17
-1.6327                                           1                                                 1.2227320656518446                                1.0270949351475532E-16
-1.4694                                           1                                                 1.2890207336189974                                1.0827774162399544E-16
-1.3061                                           1                                                 1.3512811449139241                                1.1350761617276924E-16
-1.1429                                           1                                                 1.4023650951406172                                1.1779866799181117E-16
-0.9796                                           1                                                 1.4453297252930006                                1.214076969246118E-16
-0.8163                                           1                                                 1.4818876021564407                                1.2447855858114133E-16
-0.6531                                           1                                                 1.5068562391651683                                1.2657592408987426E-16
-0.4898                                           1                                                 1.5260243296430582                                1.2818604369001703E-16
-0.3265                                           1                                                 1.5379955215218557                                1.291916238078353E-16
-0.1633                                           1                                                 1.5350110164904087                                1.2894092538519497E-16
0                                                 1                                                 1.5383569203938834                                1.292219813130865E-16
