% Model:              Pt_secm_Bruker_p.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 10 2020, 17:15
% Table:              Table 2 - L = 2 (tds.ntflux_cP/(2.4*4*D*Rbase*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 4                    TotalFlux (mol/s), Integral 4
0                                                 2                                                 0.4760106206929793                                3.0088631334003275E-16
0.16                                              2                                                 0.4763001880909841                                3.010693488923111E-16
0.33                                              2                                                 0.47202385510255934                               2.98366278810328E-16
0.49                                              2                                                 0.46916439025839934                               2.9655881108233466E-16
0.65                                              2                                                 0.46632345341128506                               2.947630549012725E-16
0.82                                              2                                                 0.46179825870802976                               2.9190267932934604E-16
0.98                                              2                                                 0.4576893054525911                                2.893054099765825E-16
1.14                                              2                                                 0.45160801037450227                               2.854614233577239E-16
1.31                                              2                                                 0.4448527254630174                                2.8119140776517346E-16
1.47                                              2                                                 0.4375354481721467                                2.7656615678961407E-16
1.63                                              2                                                 0.4294673330751464                                2.714663012367998E-16
1.8                                               2                                                 0.4213462087031992                                2.663329385212923E-16
1.96                                              2                                                 0.41483930822675985                               2.622199267301347E-16
2.12                                              2                                                 0.40317910514732713                               2.5484951236362575E-16
2.29                                              2                                                 0.3930345477988134                                2.4843713766363014E-16
2.45                                              2                                                 0.3833088016626261                                2.4228949353094554E-16
2.61                                              2                                                 0.3740987723625928                                2.364678340103952E-16
2.78                                              2                                                 0.3634169058829706                                2.2971582620862585E-16
2.94                                              2                                                 0.35393613743444274                               2.2372303247231114E-16
3.1                                               2                                                 0.3435367524638871                                2.1714958123242313E-16
3.27                                              2                                                 0.33339647307769593                               2.1073991063241168E-16
3.43                                              2                                                 0.32411402897109004                               2.0487247771262645E-16
3.59                                              2                                                 0.3148238842065831                                1.9900017720698178E-16
3.76                                              2                                                 0.30527020851753617                               1.9296129880393442E-16
3.92                                              2                                                 0.29636355441079804                               1.873314027430663E-16
4.08                                              2                                                 0.28840594976057693                               1.8230140084366038E-16
4.24                                              2                                                 0.27954573109288755                               1.7670085662381425E-16
4.41                                              2                                                 0.27121850152012417                               1.714372148108707E-16
4.57                                              2                                                 0.2639326572825414                                1.6683183266829456E-16
4.73                                              2                                                 0.25582259138452385                               1.6170546001415764E-16
4.9                                               2                                                 0.24968553547590874                               1.5782622697432151E-16
5.06                                              2                                                 0.24086960972866267                               1.522536803094877E-16
5.22                                              2                                                 0.23441713895802474                               1.4817507353536736E-16
5.39                                              2                                                 0.22717527036255658                               1.4359748839617191E-16
5.55                                              2                                                 0.22076970826278314                               1.395485325929047E-16
5.71                                              2                                                 0.21610216440736155                               1.3659817812189337E-16
5.88                                              2                                                 0.2085009600685765                                1.3179345685934696E-16
6.04                                              2                                                 0.20287014696471234                               1.2823421989639468E-16
6.2                                               2                                                 0.19713941610281885                               1.246118249185918E-16
6.37                                              2                                                 0.19175876607938586                               1.2121071603878044E-16
6.53                                              2                                                 0.18765588710932463                               1.1861728624180414E-16
6.69                                              2                                                 0.18155947764014743                               1.1476374581633755E-16
6.86                                              2                                                 0.17792788495180822                               1.1246821607803802E-16
7.02                                              2                                                 0.1722808055228608                                1.0889869717100028E-16
7.18                                              2                                                 0.16799018028903584                               1.0618659296069915E-16
7.35                                              2                                                 0.16356156790440693                               1.0338726707237549E-16
7.51                                              2                                                 0.1593860820334573                                1.007479424533482E-16
7.67                                              2                                                 0.15556205172448115                               9.833077289504454E-17
7.84                                              2                                                 0.15155996495077512                               9.580105384538506E-17
8                                                 2                                                 0.14803868997091368                               9.357525593061429E-17
