% Model:              Pt_secm_disk_p.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 9 2020, 22:10
% Table:              Table 2 - L = 2 (tds.ntflux_cP/(4*D*Rtip*a), tds.ntflux_cP)
% Xa                                              L                                                 Concentration (mM), Integral 4                    TotalFlux (mol/s), Integral 4
-8                                                2                                                 0.17069131847446384                               1.4338070751854943E-17
-7.8367                                           2                                                 0.17560620397892693                               1.4750921134229876E-17
-7.6735                                           2                                                 0.1807675914466446                                1.5184477681518138E-17
-7.5102                                           2                                                 0.1862927687435695                                1.5648592574459875E-17
-7.3469                                           2                                                 0.19207165161769169                               1.6134018735886102E-17
-7.1837                                           2                                                 0.19782590659713561                               1.6617376154159378E-17
-7.0204                                           2                                                 0.20426655276088115                               1.715839043191403E-17
-6.8571                                           2                                                 0.21114992710196925                               1.7736593876565407E-17
-6.6939                                           2                                                 0.21817439272806452                               1.8326648989157453E-17
-6.5306                                           2                                                 0.2258235509967485                                1.896917828372691E-17
-6.3673                                           2                                                 0.23433449085581415                               1.968409723188841E-17
-6.2041                                           2                                                 0.24197586901372964                               2.032597299715328E-17
-6.0408                                           2                                                 0.25085071845878765                               2.1071460350538132E-17
-5.8776                                           2                                                 0.26037161320269103                               2.1871215509025982E-17
-5.7143                                           2                                                 0.2706876141542912                                2.2737759588960414E-17
-5.551                                            2                                                 0.28285706729321813                               2.3759993652630406E-17
-5.3878                                           2                                                 0.29264592858324034                               2.4582258000992222E-17
-5.2245                                           2                                                 0.30497726453440377                               2.5618090220889934E-17
-5.0612                                           2                                                 0.31728601646638016                               2.6652025383175973E-17
-4.898                                            2                                                 0.3298926853072784                                2.771098556581141E-17
-4.7347                                           2                                                 0.34422274419792237                               2.8914710512625544E-17
-4.5714                                           2                                                 0.35940456612522764                               3.018998355451905E-17
-4.4082                                           2                                                 0.3759952211596108                                3.1583598577407303E-17
-4.2449                                           2                                                 0.3923766103372869                                3.29596352683321E-17
-4.0816                                           2                                                 0.41144249988505505                               3.456116999034461E-17
-3.9184                                           2                                                 0.4294379407320991                                3.6072787021496404E-17
-3.7551                                           2                                                 0.450359533720067                                 3.783020083248574E-17
-3.5918                                           2                                                 0.47250614503383337                               3.9690516182842123E-17
-3.4286                                           2                                                 0.4956517587152718                                4.1634747732082706E-17
-3.2653                                           2                                                 0.5196157041482635                                4.364771914845419E-17
-3.102                                            2                                                 0.5451218866410905                                4.579023847785161E-17
-2.9388                                           2                                                 0.5761221105910369                                4.839425728964711E-17
-2.7755                                           2                                                 0.6024654802821543                                5.060710034370111E-17
-2.6122                                           2                                                 0.6276567812981196                                5.272316962904197E-17
-2.449                                            2                                                 0.6607835281188372                                5.550581636198237E-17
-2.2857                                           2                                                 0.6849396601320346                                5.753493145109083E-17
-2.1224                                           2                                                 0.7143522341573536                                6.000558766921766E-17
-1.9592                                           2                                                 0.7418495874920951                                6.231536534933638E-17
-1.7959                                           2                                                 0.7697863627405777                                6.466205447020861E-17
-1.6327                                           2                                                 0.8010795368334575                                6.729068109401034E-17
-1.4694                                           2                                                 0.8197352000462561                                6.885775680388553E-17
-1.3061                                           2                                                 0.8426307990636742                                7.078098712134875E-17
-1.1429                                           2                                                 0.8631742591960744                                7.250663777247057E-17
-0.9796                                           2                                                 0.8866094442834749                                7.447519331981181E-17
-0.8163                                           2                                                 0.8968492483231444                                7.533533685914421E-17
-0.6531                                           2                                                 0.9099167255436733                                7.643300494566873E-17
-0.4898                                           2                                                 0.9198903941168419                                7.727079310581455E-17
-0.3265                                           2                                                 0.9264341568222146                                7.782046917306624E-17
-0.1633                                           2                                                 0.9316750060038377                                7.82607005043222E-17
0                                                 2                                                 0.9329419899915898                                7.836712715929373E-17
